Português,Inglês
Vou para a cama.,Going to bed.
Queria falar comigo?,Did you want to talk to me?
Talvez você tenha razão.,You may be right.
Amarelo.,Yellow.
Do que ela está falando?,What is she talking about?
Leve o tempo que precisar.,Take the time you need.
Estávamos...,We were...
O que tem de errado?,Whats wrong?
"Ei, querido.",Hey dear.
Joy.,Joy.
Exceto...,Except...
Recue.,Return.
O que tem isso?,What is this?
Ela não é.,She is not.
Seja bem-vinda.,Welcome.
"Ok, ok, ok.","Ok, ok, ok."
Abe!,Abe!
Esquecer?,To forget?
"Senhor, senhor.","Lord, Lord."
Mil desculpas.,A thousand apologies.
Acabem com eles!,End with them!
Por que está fazendo isto?,Why are you doing this?
O jantar está servido.,Dinner is served.
"Perdão, senhor.","Forgiveness, Lord."
Preciso sair.,Must leave.
Um cigarro?,A cigarette?
Eu vou te mostrar.,I will show you.
Eu estou pronto.,I'm ready.
"Sim, Majestade.","Yes, majesty."
Estou ciente disso.,I'm aware of that.
Por que voltou?,Why did you come back?
Mãos para trás.,Hands back.
Por que a pergunta?,Why the question?
Onde mora?,Where do you live?
Explique-se.,Explain yourself.
O Que?,What?
Harrison.,Harrison.
Essa doeu.,That hurt.
A morte.,The death.
"Ei, gente.","Hey, guys."
"Oh, nossa.","Oh, wow."
"Mãe, pai.",Mother father.
Cansada.,Tired.
A não ser...,Unless...
"Certo, mãe.","Right, mother."
Você quer alguma coisa?,Do you want something?
Não saia.,Do not leave.
Deixe ela ir.,Let her go.
"Oh, Deus, não.","Oh God, no."
Não pode entrar.,Cannot enter.
Faça o que eu digo.,Do what I say.
Vai pro inferno!,Go to hell!
Er...,Er ...
Tivemos sorte.,We were lucky.
Quer ajudar?,Want to help?
Agora estamos quites.,Now we are even.
Está a salvo.,It's safe.
Não olhe para baixo.,Do not look down.
Mack!,Mack!
Ligue o carro.,Turn on the car.
No trabalho.,At work.
Eu posso te ajudar.,I can help you.
Estamos quase chegando.,We are almost coming.
Contou?,Said?
Eu os vi.,I saw them.
Ele não vem.,It doesn't come.
vamos lá.,let's go.
"Andem, andem!","Walk, ride!"
Agora eu entendo.,Now I understand.
Onde estão seus pais?,Where are your parents?
Você se acostuma.,You get used to it.
Por que está me dizendo isso?,Why are you telling me this?
Tem certeza de que está bem?,Are you sure it's okay?
Indo.,Going.
Fique de olho.,Keep an eye.
Voilá!,Voila!
Eu assumo daqui.,I assume from here.
Buzz!,Buzz!
A você.,To you.
Onde estás?,Where are you?
Bem vindo de volta.,Welcome back.
"Qual é, pessoal.","What is, guys."
"Vamos, ande.","Come on, walk."
Poupe-me.,Save me.
Não preciso de você.,I do not need you.
"É, não é?",And it's not?
"Sim, bom.",Yes good.
Isso doeu.,That hurt.
Encosta.,Slope.
Ou seja...,I.e...
Te conheço?,I know you?
Voe!,Fly!
Você sabe o quê?,You know what?
Não confio em você.,I do not trust you.
Levantem-no.,Get it up.
Está perto.,It's close.
É um encontro.,It is a meeting.
Com quem estava falando?,Who was you talking to?
"Por favor, volte.",Please come back.
"Oh, é mesmo?","Oh, is it?"
Excelente trabalho.,Excellent job.
Schmidt!,Schmidt!
Pode ficar com ele.,You can stay with him.
Ir embora?,Go away?
Não dê ouvidos a ele.,Don't listen to him.
Pode ser qualquer coisa.,It could be anything.
Quem fez isto?,Who did this?
A que se refere?,What do you refer to?
Não tem saída.,There is no exit.
"Que merda, cara.","What a shit, man."
Não o mate.,Don't kill him.
Passou.,It happened.
Que bonitinho.,So cute.
E o que vai fazer?,And what are you going to do?
Posso sim.,I can yes.
Preciso dormir.,I need to sleep.
O que isto significa?,What this means?
Um carro.,A car.
Tudo de bom.,All the best.
Oito anos.,Eight years.
Toda vez.,Every time.
Está escutando?,Are you listening?
Brown.,Brown.
Você é meu irmão.,You are my brother.
Vai ser difícil.,It's gonna be hard.
Sem sinal.,No signal.
"Ei, Mike.","Hey, Mike."
O que precisa?,What do you need?
Está cansada?,Is tired?
É minha filha.,And my daughter.
Você está demitido.,You are fired.
Não há dúvida.,There's no doubt.
Estou chocado.,I'm shocked.
Onde estão indo?,Where are they going?
Amem.,Amen.
Não é um problema.,It's not a problem.
Eu odeio.,I hate.
Não pude evitar.,I could not avoid.
Assim está bem.,It's good this way.
É minha vez.,It's my turn.
"Vem, vem.",Come come.
Estou legal.,I'm fine.
Sou mesmo.,I am really.
Precisamos ir agora.,We need to go now.
Você tem minha palavra.,You have my word.
Mas eu sei.,But I know.
François!,François!
Monty!,Monty!
"Sim, acredito.",Yes I believe.
Astrid!,Astrid!
Sí.,SI.
Eu tenho você.,I have you.
Porcos!,Pigs!
"Posso ajudá-lo, senhor?","Can I help you, sir?"
Olha isto.,Look at this.
Diga que sim.,Say yes.
"Vamos, vamos lá.","Come on, come on."
Onde diabos ele está?,Where the hell is he?
Não vai ser fácil.,It will not be easy.
Estão se divertindo?,Are you having fun?
E eu não?,And I dont?
"Rápido, por favor.",Fast please.
É um jogo.,It's a game.
Temos pouco tempo.,We have few time.
Ele está preso.,He is arrested.
Macaco!,Monkey!
Ficou claro?,It was clear?
Deixa eu adivinhar.,Let me guess.
Que merda foi essa?,What shit was that?
Que diabos ele está fazendo?,What the hell is he doing?
Por que está me seguindo?,Why are you following me?
Você irá.,You will.
Você não sabe nada sobre mim.,You do not know anything about me.
Acesso negado.,Access denied.
Janice.,Janice.
Obrigada por isso.,Thank you for that.
"Não, sou eu.",It's not me.
Não preciso da sua ajuda.,I don't need your help.
Isso parece bom.,This looks good.
É o que quer?,Is that what you want?
Hollywood.,Hollywood.
Lar doce lar.,Home Sweet Home.
Eu estou com medo.,I am afraid.
E quanto a nós?,What about us?
Humanos.,Humans.
Você é meu.,You are mine.
Americanos.,Americans.
Não há nada a temer.,There is nothing to fear.
Luna.,Luna.
E a sua?,And yours?
Ajude-a.,Help it.
Não é o fim do mundo.,Not the end of the world.
Não se culpe.,Do not blame yourself.
Ainda é cedo.,It is still early.
Danielle.,Danielle.
Det.,DET.
"Certo, escute.","Okay, listen."
Acredita mesmo nisso?,Do you really believe that?
Me dê um beijo.,Give me a kiss.
A maioria.,The majority.
Palhaço!,Clown!
Roberto!,Roberto!
Eu te prometo.,I promise you.
Esperamos.,We wait.
Não sei o que isso significa.,I do not know what this means.
"Adeus, senhor.","Goodbye, sir."
Celia.,Celia.
Acompanhe-me.,Follow me.
Que problema?,What problem?
De quem está falando?,Who are you talking about?
Ou você.,Or you.
Que quer dizer com isso?,What do you mean by that?
Desce.,Down.
Voltarei.,I'll be back.
Não nos conhecemos.,We do not know each other.
"Vamos, garotas.",Let's go girls.
É um dom.,It is a gift.
"Oh, ei.","Oh, hey."
Junio_Tk2,Junio_tk2
Eu não sei como.,I do not know how.
E o que isso significa?,And what does that mean?
"Oh, eu não sei.",Oh I do not know.
"Não, não exatamente.","No, not exactly."
Shelby.,Shelby.
Sabe quem sou?,Do you know who I am?
Nós temos um problema.,We have a problem.
Levem-no daqui.,Take it from here.
Gordo?,Fat?
É um bom homem.,He is a good man.
Vai demorar?,It's gonna take a while?
Chame-o.,Call it.
Mas obrigada.,But thanks.
Espera aqui.,Wait here.
Passaporte.,Passport.
Isso é hilário.,That's hilarious.
Jamal?,Jamal?
Não esta noite.,Not tonight.
Alto e claro.,Loud and clear.
Há alguém aqui?,Is anyone here?
Quer companhia?,Want company?
Quero ir embora.,I want to leave.
Você não me ama.,You do not love me.
Carro!,Car!
Fico contente.,I am glad.
Ele é o melhor.,He is the best.
Você está seguro.,You're safe.
Agentes federais!,Federal agents!
E não se preocupe.,And don't worry.
Que linda!,How beautiful!
Você é jovem.,You are young.
O que você está fazendo aí?,What are you doing there?
"Sim, pode ser.",Yes may be.
"Ei, escute.",Hey listen.
Não demoro.,Will not be long.
Este é o problema.,This is the problem.
Sully!,Sully!
É uma brincadeira.,Is a joke.
Não tem escolha.,It has no choice.
O que eles fizeram?,What they did?
espere!,hang on!
Não estou aqui.,I'm not here.
Precisa de mim?,Need me?
O seu.,Your.
Seu rosto.,His face.
Vegas.,Vegas.
Você está atrasada.,You're late.
"Sim, eu entendi.",Yes I understood.
É o que estou fazendo.,That's what I'm doing.
"Olá, doutor.","Hello, doctor."
V,V
Agradável.,Pleasant.
Diga que me ama.,Say that you Love Me.
Patrão!,Boss!
Não me empurre.,Do not push me.
Vai bem.,It goes well.
Ali estão eles.,There they are.
Marge.,Marge.
O que você ouviu?,What did you hear?
Acabe com eles.,End up with them.
O que ela está dizendo?,What is she saying?
Desculpe incomodá-lo.,Sorry to bother you.
Estou só.,I'm alone.
Jogue fora.,Throw away.
Vou nessa.,I'm going to this.
E nem você.,And not you.
Isso é culpa sua.,This is your fault.
Foi só isso.,That's it.
O próprio.,Himself.
Me deixem em paz!,Leave me alone!
Tiros.,Shots.
Piranha!,Hooker!
"Oh, muito obrigado.",Oh thank you very much.
Vamos fazer um acordo.,Let's make a Deal.
Dra.,Dra.
Isso é tão estranho.,This is so weird.
Você não quer saber.,You do not want to know.
Olho por olho.,Eye for an eye.
Eu não te conheço.,I do not know you.
Por que ele está aqui?,Why is he here?
Não foi culpa minha.,It was not my fault.
"Não, de forma alguma.","No, anyway."
Ai está você.,There you are.
Ele voltará.,He will return.
"Para trás, para trás.","Backwards, back."
Pão.,Bread.
E o que você disse?,And what did you say?
"Não, não, espere.","No, no, wait."
"Sim, o que é?","Yes, what is it?"
Deixem-no em paz!,Leave it alone!
Vou descobrir.,I'll find out.
Só Deus sabe.,God only knows.
"Oh, Senhor.",Oh Lord.
Está armado?,Are you armed?
Ele sabe disso.,He knows that.
Muito rápido.,Very fast.
Millie.,Millie.
Precisamos de um médico.,We need a doctor.
É gostoso.,Is tasty.
Entrando.,Entering.
"Ei, vamos lá.",Hey come on.
O que posso fazer por vocês?,What can I do for you?
Nico!,Nico!
Vocês estão prontos?,Are you ready?
Quando chegou?,When did you arrive?
Olhem para ele.,Look at him.
Preparada?,Ready?
P,P
Realmente não sei.,I really do not know.
Um sonho?,A dream?
"Então, o que faremos?",So what will we do?
Nem pense.,Do not even think.
Estou nervosa.,I'm nervous.
Eu me lembro de você.,I remember you.
Jogo?,Game?
É um homem.,It's a man.
Nós vamos conseguir.,We will make it.
O que você descobriu?,What did you find out?
Se sente melhor?,Do you feel better?
Vee,Vee
Eu começo.,I begin.
Eu primeiro.,Me first.
Está ocupada?,Are you busy?
Bryan.,Bryan.
Kirk.,Kirk.
Não olhe pra mim.,Do not look at me.
Seu porco!,Your pig!
Eu tenho isso.,I have that.
Semana que vem.,Next week.
0 quê?,What?
Vá buscá-lo.,Go pick it up.
Prontas?,Ready?
É o que é.,It is what it is.
Está ligado?,It's on?
Não solte!,Don't release!
Isso é ilegal.,This is illegal.
Para todos.,For all.
Uma bomba?,A bomb?
Precisa me ajudar.,You need to help me.
O que tá fazendo?,What are you doing?
Escapou.,Escaped.
Onde aprendeu isso?,Where did you learn this?
Não estou vendo.,I'm not seeing.
Eu tive.,I had.
Massa.,Pasta.
Você bebeu?,You drank?
"Sim, Excelência.","Yes, excellence."
James Bond.,James Bond.
Qualquer uma.,Any of them.
Não estou surpreso.,I'm not surprised.
Obrigado senhor.,Thank you sir.
Estúpida!,Stupid!
Sou seu amigo.,I'm your friend.
E o que ele disse?,And what did he say?
Está machucada?,Are you hurt?
Preciso disso.,I need it.
"Está bem, tchau.","Okay, bye."
Devon.,Devon.
Eu falo sério.,I mean it.
Estou cego!,I am blind impaired!
Vampiros.,Vampires.
Nenhuma palavra.,Any word.
Clive.,Clive.
Flash!,Flash!
Ligue para ela.,Call her.
Onde está a chave?,Where is the key?
Bert!,Bert!
Tecnicamente.,Technically.
"Lar, doce lar.",Home Sweet Home.
Está errada.,It's wrong.
"Oi, meninas.",Hi girls.
Não há de que.,Your welcome.
Acerte-o!,Hit it!
Arqueiros!,Archers!
Nano |,Nano |
"Não, na verdade.","No, in fact."
Otimo.,Excellent.
"Vamos lá, vamos.","Come on, let's go."
Isso foi legal.,It was cool.
Que tipo de trabalho?,What kind of job?
Mimi!,Mimi!
Eu aguento.,I can handle it.
Eu sou assim.,That's the way I am.
Vamos fugir.,Let's run away.
"Olá, filho.",Hello son.
O que faria?,What would do?
Paraíso.,Paradise.
Talvez depois.,Maybe later.
Muito justo.,Very fair.
Chega aqui.,Come here.
É sua culpa.,It's your fault.
Deveria estar.,Should be.
Não se vire.,Don't turn around.
Não podia.,Could not.
Eu tenho um filho.,I have a son.
Vai adorar.,Gonna love it.
Willy!,Willy!
Harry Potter.,Harry Potter.
Eu sou inocente.,I am innocent.
"Sim, há.","Yes, there are."
Quando aconteceu?,When happened?
O que você fará?,What will you do?
Muito divertido.,A lot of fun.
Pode abrir.,You can open it.
Há um problema.,There's a problem.
Siga.,Follow.
"Ah, tá.",Oh there.
Fico feliz em ajudar.,I'm happy to help.
Estou sozinha.,I'm alone.
Falar?,To speak?
Dispare!,Shoot!
Help!,Help!
Não fomos nós.,It was not us.
Susie.,Susie.
Onde está meu pai?,Where's my father?
Eu li.,I read.
Não se preocupe com nada.,Do not worry about a thing.
"Oi, John.",Hi John.
Sobre nós.,About Us.
Não devia ter feito isso.,I shouldn't have done that.
Tem toda razão.,You are completely right.
As pessoas mudam.,People change.
É estúpido.,It is stupid.
Soa familiar?,Sound familiar?
É inevitável.,It's inevitable.
Ele foi.,He was.
Vai voltar?,Will return?
Não entendo isso.,I do not understand this.
Em pé!,Standing!
Você está incrível.,You look awesome.
Computador.,Computer.
Me entendeu?,Did you understand me?
Está trabalhando?,Is working?
Isto é uma loucura.,This is crazy.
Mãos para o alto!,Hands up!
É um sinal.,It's a sign.
Ele disse alguma coisa?,Did he say anything?
Apenas uma.,Only one.
Você se divertiu?,Did you have fun?
Me deixe entrar.,Let me in.
Agora é sua vez.,Now it is your turn.
Bond.,Bond.
Cavalos.,Horses.
Que graça.,How cute.
Vou me trocar.,I'm going to change clothes.
Será que...,Does...
Deixe isso.,Leave it.
Sullivan.,Sullivan.
Plano B.,Plan B.
Eu sou gay.,I'm gay.
@SuBMakerS,@Submakers
Preciso ir embora.,Got to go.
"Eu não sei, senhor.","I don't know, sir."
Gugasms,Gugasms
"Venha, querido.","Come, dear."
"Não, Não.",No no.
"Não, fique.",Do not stay.
Gemma.,Gemma.
Ainda não acabei.,I haven't ended it yet.
"Com licença, com licença.","Excuse me, license."
Levantem as mãos.,Raise your hands.
Mostre-se!,Show yourself!
Está muito frio.,It's very cold.
Farei.,I will do.
Em guarda!,On guard!
"Oh, isso.","Oh, that."
Diga-me o que fazer.,Tell me what to do.
Segunda-feira.,Monday.
Pode continuar.,Keep going.
Pensando.,Thinking.
Nightcrawler,Nightcrawler
Vou contar até três.,I will tell up to three.
Eles estão...,They are...
Elias!,Elias!
Por que está demorando tanto?,Why is it taking so long?
Posso lhe fazer uma pergunta?,Can I ask you a question?
Está esperando alguém?,Are you waiting for someone?
Não estou gostando disso.,I'm not enjoying it.
Eu falo com ele.,I talk with him.
"Droga, cara.","Damn, man."
"Nossa, cara.","Wow, man."
Deixe-me vê-lo.,Let me see him.
Biscoitos?,Cookies?
Pare de brincar.,Stop playing.
Responde!,Responds!
Muito cedo.,Too early.
Bem dito.,Well said.
Wesley.,Wesley.
Muito perto.,Very close.
Pelo o quê?,For what?
Perdemos.,We lost.
Sabe por que?,Do you know why?
De modo nenhum.,Not at all.
Há uma diferença.,There is a difference.
Pelos velhos tempos.,For the old days.
O que é essa coisa?,What is this thing?
Centenas.,Hundreds.
Ele não fez isso.,He didn't do that.
Ja.,Already.
Estou te dizendo.,I'm telling you.
O que você fez com ela?,What did you do with her?
Natal.,Christmas.
"Oi, filho.",Hi son.
Sardinha |,Sardine |
Você vem ou não?,Are you coming or not?
Uma noite.,One night.
Sím.,Yes.
Eu não deveria estar aqui.,I shouldn't be here.
Eles o mataram.,They killed him.
Teste.,Test.
alô?,hello?
Isso é para mim?,This is for me?
Isso não é real.,This is not real.
Você me quer?,You want me?
"Não sei, talvez.","I do not know, maybe."
Olhe só você.,Look at you.
Foram embora.,They left.
Puro.,Pure.
Como pôde fazer isso comigo?,How could you do this to me?
Algo do tipo.,Something like that.
Eu terminei.,I finished.
"Bom, bom, bom.",Good good good.
"Calma, calma, calma.","Calm down, calm, calm."
Olhe quem está aqui.,Look who is here.
Estou apaixonado.,I'm in love.
Estamos em casa.,We're at home.
Sabe que sim.,You know yes.
Aonde estão indo?,Where are you going?
Quero sair.,I want to leave.
"Desculpe, querido.",Sorry darling.
Henri?,Henri?
O que você tem em mente?,What do you have in mind?
Peyton.,Peyton.
Pare de mentir.,Stop lying.
Quer dar uma olhada?,Want to take a look?
Você mentiu pra mim.,You lied to me.
Posso sentar?,Can I sit down?
Ouviu alguma coisa?,Did you hear anything?
O que há de errado com vocês?,What's wrong with you?
Improvável.,Unlikely.
Bones.,Bones.
Obrigada pela carona.,Thank you for the ride.
É difícil de explicar.,It's hard to explain.
Tira isso.,Remove that.
Você está viva.,Are you alive.
Não é pessoal.,It's not personal.
Testemunhas?,Witnesses?
Que festa?,What a party?
É perigoso demais.,It's too dangerous.
Isso muda tudo.,It changes everything.
Cancele.,Cancel.
LONDRES,LONDON
